ResponseID,College,Rank,AppointmentType,YearsAtInstitution,Discipline,Gender,Race,Q8_OverallSatisfaction,Q9_LikelihoodToRecommend,Q10_ConsideredLeaving,Q11_Workload,Q11_Compensation,Q11_ResearchSupport,Q11_TeachingSupport,Q11_DeptClimate,Q11_TenurePromotion,Q11_LimitedAdvancement,Q11_Geographic,Q11_BetterOpportunity,Q11_LackRecognition,Q12_WorkloadManageable,Q13_WorkLifeBalance,Q14_WeeklyHours,Q15_ServiceLoad,Q16_TeachingResources,Q17_Facilities,Q18_ResearchFunding,Q19_ProfDevelopment,Q20_Mentorship,Q21_Collaboration,Q22_Compensation,Q23_TenureClarity,Q24_TenureFairness,Q25_HiringEffectiveness,Q26_PsychologicalSafety,Q27_Belonging,Q28_Inclusivity,Timestamp,Q29_ImprovementSuggestion,Q30_AdditionalComments
R0195,Science,Associate Professor,Tenure-track,More than 20 years,Humanities,Man,Asian,5,4,1,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,3,3,3,3,3,3,3,2,1.5,3.4,2,4,2,2,2025-10-24 05:00:00,Very satisfied overall,
R0196,Science,Professor,Tenured,6-10 years,STEM,Woman,White,2,3,5,0,1,0,0,0,0,1,0,0,0,2,2,60-69 hours,1,3,4,1,2,1,3,3,2.5,1.0999999999999999,2,1,2,2,2025-10-29 17:00:00,,Excellent research support and facilities
R0197,Business,Assistant Professor,Non-tenure track,3-5 years,Social Sciences,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,4,3,70+ hours,2,2,2,3,4,1,3,3,2.0,3.7,3,1,2,2,2025-10-24 19:00:00,,Too much administrative burden
R0198,Law,Teaching Professor,Adjunct/Part-time,6-10 years,Business,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,4,40-49 hours,4,4,3,3,4,4,3,3,,,3,3,3,3,2025-11-04 16:00:00,Department climate needs improvement,
R0199,Law,Assistant Professor,Non-tenure track,6-10 years,Social Sciences,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,3,3,3,3,3,4,4,3,5.0,5.0,3,4,4,4,2025-10-15 21:00:00,Salary not competitive with peer institutions,Promotion criteria should be clearer
R0200,Business,Assistant Professor,Tenured,11-15 years,Social Sciences,Woman,White,2,3,3,0,0,0,0,0,0,0,0,0,0,2,2,70+ hours,2,2,2,2,3,1,5,5,5.0,1.7,3,1,2,2,2025-11-01 09:00:00,,Excellent research support and facilities
R0201,Business,Associate Professor,Non-tenure track,6-10 years,Social Sciences,Woman,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,1,2,1,3,5,1,4,1,4.0,2.7,3,2,3,3,2025-11-05 03:00:00,Department climate needs improvement,
R0202,Arts & Letters,Instructor/Lecturer,Tenured,More than 20 years,Business,Non-binary,White,3,2,3,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,1,2,2,3,4,3,4,3,4.0,2.0,2,2,1,1,2025-10-19 08:00:00,Salary not competitive with peer institutions,Promotion criteria should be clearer
R0203,Arts & Letters,Professor,Non-tenure track,6-10 years,Social Sciences,Woman,Asian,3,4,2,0,0,0,0,0,0,0,0,0,0,3,2,70+ hours,2,3,3,3,4,2,3,2,3.0,4.7,4,2,1,1,2025-10-18 03:00:00,,
R0204,Law,Associate Professor,Tenure-track,More than 20 years,STEM,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,4,2,3,1,4,3,2,3,4.0,2.7,2,1,2,2,2025-11-01 04:00:00,Excellent research support and facilities,
R0205,Engineering,Associate Professor,Non-tenure track,16-20 years,Humanities,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,1,3,2,2,4,4,5,2,5.0,4.7,4,2,2,2,2025-10-23 09:00:00,Great collegial atmosphere,Need more teaching assistants
R0206,Arts & Letters,Assistant Professor,Tenured,3-5 years,Business,Man,White,4,3,2,0,0,0,0,0,0,0,0,0,0,5,5,40-49 hours,2,3,3,3,2,1,5,2,4.0,2.0,3,2,3,2,2025-11-03 06:00:00,Promotion criteria should be clearer,Excellent research support and facilities
R0207,Arts & Letters,Associate Professor,Adjunct/Part-time,More than 20 years,STEM,Man,Multiple/Other,3,3,4,1,1,0,1,0,0,0,0,0,0,4,4,40-49 hours,2,2,2,4,3,2,4,3,,,3,3,5,5,2025-10-25 06:00:00,Excellent research support and facilities,Promotion criteria should be clearer
R0208,Business,Professor,Tenured,0-2 years,STEM,Woman,Black or African American,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,70+ hours,2,4,4,1,2,1,2,3,2.0,0.7,1,1,1,1,2025-11-05 20:00:00,,
R0209,Arts & Letters,Assistant Professor,Non-tenure track,16-20 years,STEM,Woman,Asian,4,4,3,0,0,0,0,0,0,0,0,0,0,1,2,60-69 hours,2,2,3,3,2,3,2,3,1.0,1.7,3,1,1,1,2025-10-23 16:00:00,,Great collegial atmosphere
R0210,Arts & Letters,Associate Professor,Adjunct/Part-time,6-10 years,Social Sciences,Man,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,3,3,3,5,3,2,3,3,,,5,5,2,3,2025-10-30 08:00:00,Too much administrative burden,
R0211,Engineering,Assistant Professor,Tenure-track,16-20 years,Social Sciences,Man,Hispanic or Latino/a/x,2,2,5,0,1,1,0,0,0,1,0,0,0,4,4,50-59 hours,1,3,3,2,2,4,2,2,4.0,3.0,2,3,3,3,2025-10-16 02:00:00,Department climate needs improvement,Department climate needs improvement
R0212,Business,Professor,Adjunct/Part-time,16-20 years,Arts & Performance,Woman,White,3,3,5,1,0,0,0,0,0,0,0,1,1,2,1,60-69 hours,2,5,5,3,3,2,3,3,,,5,4,2,2,2025-11-04 13:00:00,,Promotion criteria should be clearer
R0213,Business,Assistant Professor,Non-tenure track,16-20 years,Humanities,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,3,40-49 hours,2,4,4,2,4,3,5,4,4.0,3.0,3,3,4,4,2025-10-23 01:00:00,Need more teaching assistants,Promotion criteria should be clearer
R0214,Arts & Letters,Assistant Professor,Tenure-track,16-20 years,Humanities,Man,White,3,2,3,0,0,0,0,0,0,0,0,0,0,5,4,60-69 hours,3,3,3,2,5,3,3,2,4.0,3.0,4,1,2,2,2025-10-15 10:00:00,More mentorship needed for junior faculty,Very satisfied overall
R0215,Business,Professor,Tenured,3-5 years,Social Sciences,Man,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,4,4,4,3,4,2,4,3,4.0,3.0,3,4,4,4,2025-10-19 20:00:00,Salary not competitive with peer institutions,
R0216,Arts & Letters,Associate Professor,Non-tenure track,0-2 years,Business,Man,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,4,3,40-49 hours,2,3,3,2,3,3,5,3,3.0,4.0,3,4,3,2,2025-10-23 05:00:00,Great collegial atmosphere,Great collegial atmosphere
R0217,Science,Professor,Tenure-track,6-10 years,Social Sciences,Man,White,4,5,3,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,1,3,3,4,2,2,3,3,0.5,3.4,3,3,2,2,2025-10-29 17:00:00,,
R0218,Business,Professor,Tenured,0-2 years,Professional fields,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2,50-59 hours,4,3,3,4,2,3,5,1,3.0,4.0,2,3,1,1,2025-10-28 17:00:00,Too much administrative burden,
R0219,Business,Research Professor,Tenured,11-15 years,Humanities,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,2,3,4,4,3,3,5,3,3.0,4.0,3,3,3,4,2025-10-15 03:00:00,,Department climate needs improvement
R0220,Architecture,Associate Professor,Non-tenure track,3-5 years,STEM,Woman,Hispanic or Latino/a/x,2,2,4,0,1,0,0,1,0,0,0,0,0,1,1,50-59 hours,2,1,1,2,2,1,2,1,2.5,1.3,2,1,1,2,2025-10-17 22:00:00,Need more teaching assistants,
R0221,Business,Instructor/Lecturer,Tenure-track,More than 20 years,Humanities,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,70+ hours,3,3,3,1,4,5,3,1,4.0,3.0,5,3,5,5,2025-10-19 17:00:00,,
R0222,Engineering,Associate Professor,Non-tenure track,11-15 years,Social Sciences,Woman,White,3,3,4,0,0,1,0,1,0,0,0,1,0,2,2,60-69 hours,2,5,5,4,3,3,4,4,5.0,2.7,3,3,3,3,2025-10-16 11:00:00,,
R0223,Arts & Letters,Assistant Professor,Adjunct/Part-time,16-20 years,Humanities,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,2,2,1,3,4,3,3,1,,,3,2,1,1,2025-11-02 17:00:00,Need better work-life balance policies,Very satisfied overall
R0224,Science,Instructor/Lecturer,Adjunct/Part-time,0-2 years,STEM,Man,White,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,60-69 hours,2,4,4,1,3,3,2,2,,,3,4,3,3,2025-10-19 13:00:00,,Need better work-life balance policies
R0225,Science,Assistant Professor,Non-tenure track,16-20 years,STEM,Woman,Hispanic or Latino/a/x,3,2,4,1,0,0,1,0,0,1,0,0,0,2,2,70+ hours,1,2,2,2,3,1,4,4,2.5,2.1,1,1,1,2,2025-10-19 01:00:00,Excellent research support and facilities,Excellent research support and facilities
R0226,Arts & Letters,Assistant Professor,Tenure-track,More than 20 years,Business,Man,White,4,4,1,0,0,0,0,0,0,0,0,0,0,3,2,50-59 hours,3,4,4,4,5,5,5,2,3.0,2.0,4,3,4,4,2025-10-24 11:00:00,More mentorship needed for junior faculty,Very satisfied overall
R0227,Global Affairs,Associate Professor,Non-tenure track,6-10 years,STEM,Woman,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,50-59 hours,1,4,2,5,2,1,3,1,3.0,1.7,3,1,1,1,2025-10-16 11:00:00,,Too much administrative burden
R0228,Science,Associate Professor,Tenure-track,11-15 years,Business,Man,White,3,4,4,0,1,0,0,0,0,1,1,0,0,2,3,60-69 hours,3,3,4,2,4,2,2,3,2.5,3.4,1,3,3,3,2025-10-21 21:00:00,More mentorship needed for junior faculty,
R0229,Law,Teaching Professor,Tenure-track,11-15 years,STEM,Woman,White,5,5,1,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,1,4,3,2,3,2,2,4,2.0,4.7,4,1,2,2,2025-10-22 21:00:00,More mentorship needed for junior faculty,Need better work-life balance policies
R0230,Business,Instructor/Lecturer,Tenured,0-2 years,Humanities,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,1,60-69 hours,1,1,1,1,3,2,3,1,3.0,2.7,2,1,1,1,2025-10-18 11:00:00,Excellent research support and facilities,Salary not competitive with peer institutions
R0231,Architecture,Research Professor,Tenured,6-10 years,Humanities,Man,Asian,2,2,4,0,1,1,0,0,0,1,1,0,0,1,2,40-49 hours,1,1,2,3,4,3,3,2,3.5,3.6,2,2,2,2,2025-11-01 13:00:00,Very satisfied overall,
R0232,Engineering,Professor,Non-tenure track,6-10 years,Social Sciences,Man,White,3,4,1,0,0,0,0,0,0,0,0,0,0,4,4,40-49 hours,5,3,2,2,5,4,4,4,4.0,4.0,5,5,5,5,2025-11-03 23:00:00,,Too much administrative burden
R0233,Engineering,Assistant Professor,Non-tenure track,0-2 years,STEM,Woman,White,4,4,3,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,3,2,2,1,3,2,4,1,4.0,1.7,3,2,4,3,2025-10-19 07:00:00,Excellent research support and facilities,
R0234,Engineering,Teaching Professor,Tenured,3-5 years,STEM,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,3,3,2,4,4,2,4,4,4.0,3.7,4,3,3,3,2025-10-20 05:00:00,Promotion criteria should be clearer,Too much administrative burden
R0235,Arts & Letters,Professor,Tenured,0-2 years,STEM,Man,Hispanic or Latino/a/x,4,4,3,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,1,3,1,2,3,1,4,4,1.0,3.0,4,1,2,2,2025-10-28 00:00:00,,Very satisfied overall
R0236,Business,Professor,Adjunct/Part-time,0-2 years,STEM,Woman,White,2,2,4,0,1,0,0,1,1,0,0,0,1,3,3,60-69 hours,1,4,5,3,3,3,2,2,,,2,2,3,3,2025-10-20 23:00:00,,Need better work-life balance policies
R0237,Science,Assistant Professor,Tenured,0-2 years,Humanities,Man,Asian,2,2,4,0,0,0,0,1,0,0,1,0,0,4,4,50-59 hours,5,3,2,3,4,3,3,3,3.5,2.4,4,1,3,3,2025-10-25 13:00:00,Need better work-life balance policies,Promotion criteria should be clearer
R0238,Arts & Letters,Assistant Professor,Tenured,More than 20 years,Business,Woman,White,4,4,3,0,0,0,0,0,0,0,0,0,0,3,2,70+ hours,2,3,2,2,4,4,4,4,2.0,2.7,2,1,3,2,2025-11-05 23:00:00,,
R0239,Business,Instructor/Lecturer,Tenure-track,6-10 years,Business,Man,White,4,4,3,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,2,4,4,2,5,3,4,3,2.0,4.0,5,3,3,4,2025-10-22 08:00:00,More mentorship needed for junior faculty,
R0240,Arts & Letters,Professor,Non-tenure track,More than 20 years,Arts & Performance,Woman,White,4,5,2,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,2,3,3,5,2,3,5,2,2.0,1.7,2,3,2,2,2025-10-20 22:00:00,Need better work-life balance policies,Promotion criteria should be clearer
R0241,Law,Instructor/Lecturer,Non-tenure track,6-10 years,Arts & Performance,Man,White,3,3,4,0,1,0,1,0,0,0,0,0,0,5,5,40-49 hours,4,4,4,2,4,3,4,2,4.0,3.0,4,4,4,4,2025-10-18 12:00:00,,
R0242,Law,Associate Professor,Tenure-track,3-5 years,Humanities,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,40-49 hours,3,4,4,1,3,4,5,2,3.0,2.0,4,4,5,5,2025-10-16 15:00:00,,Need more teaching assistants
R0243,Law,Professor,Tenure-track,6-10 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,3,60-69 hours,4,4,3,5,4,4,4,4,2.0,3.0,4,3,4,5,2025-10-22 06:00:00,Promotion criteria should be clearer,Great collegial atmosphere
R0244,Science,Professor,Non-tenure track,6-10 years,Business,Man,White,4,5,2,0,0,0,0,0,0,0,0,0,0,2,1,40-49 hours,4,2,1,2,2,3,4,3,3.5,1.4,3,2,3,3,2025-10-29 11:00:00,,
R0245,Arts & Letters,Instructor/Lecturer,Non-tenure track,0-2 years,Humanities,Man,Hispanic or Latino/a/x,2,2,5,0,0,0,0,1,1,0,0,1,0,1,1,70+ hours,1,2,2,2,3,1,3,1,1.0,2.0,3,2,1,1,2025-10-24 07:00:00,,
R0246,Law,Assistant Professor,Tenured,11-15 years,Humanities,Man,White,2,2,4,1,1,0,1,0,0,0,0,0,0,4,4,50-59 hours,2,3,4,3,3,4,4,4,4.0,3.0,2,4,3,3,2025-10-22 00:00:00,Great collegial atmosphere,Department climate needs improvement
R0247,Science,Assistant Professor,Adjunct/Part-time,3-5 years,STEM,Woman,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,2,3,3,3,2,2,4,3,,,3,1,3,4,2025-11-05 06:00:00,Salary not competitive with peer institutions,More mentorship needed for junior faculty
R0248,Global Affairs,Associate Professor,Tenure-track,11-15 years,Social Sciences,Man,White,3,3,4,1,1,0,1,0,0,0,0,0,0,3,4,50-59 hours,1,4,5,3,2,3,5,3,4.0,3.0,4,4,3,3,2025-10-27 10:00:00,More mentorship needed for junior faculty,Department climate needs improvement
R0249,Global Affairs,Teaching Professor,Tenured,11-15 years,Social Sciences,Man,White,3,2,3,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,3,4,4,5,3,2,4,4,4.0,2.0,4,3,5,5,2025-10-23 02:00:00,Need better work-life balance policies,More mentorship needed for junior faculty
R0250,Architecture,Associate Professor,Adjunct/Part-time,0-2 years,Business,Man,White,2,1,4,1,0,0,1,0,0,0,0,0,0,3,3,40-49 hours,1,2,2,1,4,1,3,4,,,1,3,3,2,2025-10-23 11:00:00,,Department climate needs improvement
R0251,Science,Instructor/Lecturer,Tenured,0-2 years,Humanities,Man,White,3,4,3,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,2,3,3,3,3,3,4,1,4.5,2.4,2,4,4,3,2025-11-04 16:00:00,Need more teaching assistants,More mentorship needed for junior faculty
R0252,Science,Associate Professor,Non-tenure track,16-20 years,Social Sciences,Man,White,2,2,5,1,0,0,0,0,0,1,1,1,0,3,3,50-59 hours,3,3,3,1,4,4,1,3,1.5,3.4,3,2,4,4,2025-10-27 21:00:00,Need better work-life balance policies,Need more teaching assistants
R0253,Architecture,Associate Professor,Tenured,6-10 years,Professional fields,Man,White,2,2,3,0,0,0,0,0,0,0,0,0,0,4,4,70+ hours,2,1,1,4,5,2,2,1,3.5,2.6,3,1,3,3,2025-11-01 10:00:00,,
R0254,Science,Assistant Professor,Tenured,0-2 years,STEM,Man,White,3,3,4,1,0,0,0,0,1,0,0,1,0,1,1,40-49 hours,2,2,3,2,3,1,4,3,2.5,3.4,3,2,3,3,2025-10-15 03:00:00,Too much administrative burden,
R0255,Arts & Letters,Associate Professor,Adjunct/Part-time,More than 20 years,Social Sciences,Man,White,4,4,1,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,2,2,2,3,3,5,4,3,,,3,2,5,5,2025-10-23 05:00:00,Salary not competitive with peer institutions,Department climate needs improvement
R0256,Engineering,Assistant Professor,Tenured,0-2 years,STEM,Man,Black or African American,4,4,2,0,0,0,0,0,0,0,0,0,0,2,3,70+ hours,4,3,4,4,4,1,4,4,4.0,4.0,4,1,3,3,2025-11-02 08:00:00,Need more teaching assistants,
R0257,Law,Assistant Professor,Non-tenure track,11-15 years,Humanities,Woman,Asian,2,1,4,0,0,0,1,1,1,0,0,0,0,3,2,50-59 hours,4,4,3,3,3,3,3,1,3.0,3.7,2,4,2,2,2025-10-16 03:00:00,,Promotion criteria should be clearer
R0258,Business,Associate Professor,Tenure-track,More than 20 years,Business,Man,Asian,4,4,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,2,3,3,4,3,3,4,1,3.0,3.0,4,4,4,4,2025-11-03 13:00:00,,
R0259,Engineering,Teaching Professor,Tenure-track,3-5 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,1,40-49 hours,5,4,3,3,3,4,3,3,4.0,4.0,4,5,5,5,2025-10-26 23:00:00,Salary not competitive with peer institutions,Great collegial atmosphere
R0260,Arts & Letters,Associate Professor,Tenure-track,0-2 years,Business,Non-binary,White,2,3,3,0,0,0,0,0,0,0,0,0,0,5,5,70+ hours,2,3,3,2,4,1,3,3,1.0,3.0,3,2,3,4,2025-10-25 13:00:00,,Excellent research support and facilities
R0261,Engineering,Assistant Professor,Non-tenure track,0-2 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,3,60-69 hours,4,4,3,4,4,4,5,5,5.0,3.0,4,3,4,3,2025-11-03 16:00:00,Very satisfied overall,
R0262,Global Affairs,Teaching Professor,Tenured,3-5 years,Business,Woman,White,4,5,3,0,0,0,0,0,0,0,0,0,0,3,2,50-59 hours,2,2,3,3,3,2,4,2,4.0,0.7,5,2,3,3,2025-10-18 12:00:00,Great collegial atmosphere,
R0263,Arts & Letters,Assistant Professor,Non-tenure track,0-2 years,Arts & Performance,Man,White,4,4,1,0,0,0,0,0,0,0,0,0,0,4,3,50-59 hours,2,4,3,4,3,2,5,4,4.0,4.0,4,4,2,2,2025-11-02 06:00:00,Very satisfied overall,Great collegial atmosphere
R0264,Engineering,Professor,Tenured,11-15 years,Arts & Performance,Woman,White,4,5,1,0,0,0,0,0,0,0,0,0,0,3,2,40-49 hours,3,5,5,1,4,1,4,3,3.0,1.7,3,3,2,2,2025-10-23 01:00:00,Need more teaching assistants,
R0265,Law,Teaching Professor,Adjunct/Part-time,0-2 years,STEM,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,2,2,2,3,2,1,3,3,,,3,1,1,1,2025-10-28 00:00:00,Too much administrative burden,
R0266,Business,Assistant Professor,Tenure-track,6-10 years,Professional fields,Man,White,4,3,3,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,3,3,2,3,4,3,2,3,3.0,2.0,4,2,5,5,2025-10-31 17:00:00,,More mentorship needed for junior faculty
R0267,Business,Associate Professor,Non-tenure track,More than 20 years,Humanities,Non-binary,Asian,4,5,1,0,0,0,0,0,0,0,0,0,0,3,4,60-69 hours,1,4,5,1,4,3,2,2,2.0,3.0,2,4,1,1,2025-11-05 23:00:00,,Department climate needs improvement
R0268,Business,Professor,Non-tenure track,16-20 years,STEM,Man,Asian,3,3,4,1,0,0,0,0,1,0,0,0,0,2,2,60-69 hours,2,3,3,3,4,2,3,4,4.0,3.0,4,3,2,2,2025-11-05 06:00:00,Promotion criteria should be clearer,Department climate needs improvement
R0269,Science,Instructor/Lecturer,Non-tenure track,11-15 years,Business,Man,White,2,2,3,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,1,1,1,2,3,2,4,2,1.5,1.4,4,3,1,1,2025-10-26 13:00:00,More mentorship needed for junior faculty,
R0270,Science,Assistant Professor,Non-tenure track,3-5 years,STEM,Woman,Hispanic or Latino/a/x,1,1,5,1,1,0,0,1,0,0,0,0,0,1,1,50-59 hours,1,1,1,1,1,1,2,2,3.5,1.0999999999999999,1,2,1,1,2025-10-17 21:00:00,More mentorship needed for junior faculty,Very satisfied overall
R0271,Architecture,Assistant Professor,Non-tenure track,11-15 years,Business,Woman,Multiple/Other,2,2,5,1,1,0,0,0,0,0,0,1,0,1,1,50-59 hours,1,1,1,1,5,1,3,2,1.5,2.3000000000000003,2,1,1,1,2025-10-25 19:00:00,Need more teaching assistants,
R0272,Architecture,Teaching Professor,Non-tenure track,6-10 years,STEM,Man,White,4,5,1,0,0,0,0,0,0,0,0,0,0,1,1,60-69 hours,2,1,1,2,5,3,3,5,3.5,1.6,3,2,5,4,2025-10-25 21:00:00,Salary not competitive with peer institutions,
R0273,Law,Instructor/Lecturer,Tenure-track,6-10 years,Humanities,Man,White,3,4,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,4,3,4,3,4,4,3,1,5.0,5.0,4,5,4,4,2025-10-18 23:00:00,Great collegial atmosphere,More mentorship needed for junior faculty
R0274,Law,Professor,Tenure-track,0-2 years,Humanities,Man,White,4,5,3,0,0,0,0,0,0,0,0,0,0,1,2,40-49 hours,4,3,4,1,3,1,4,4,4.0,2.0,4,3,3,4,2025-10-24 16:00:00,Great collegial atmosphere,Need better work-life balance policies
R0275,Engineering,Associate Professor,Adjunct/Part-time,16-20 years,STEM,Man,Multiple/Other,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,3,5,5,3,4,3,3,5,,,4,2,5,5,2025-10-24 21:00:00,,
R0276,Engineering,Associate Professor,Non-tenure track,6-10 years,STEM,Woman,Black or African American,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,2,3,3,4,3,4,3,3,3.0,4.7,4,1,1,1,2025-10-28 10:00:00,Salary not competitive with peer institutions,
R0277,Architecture,Assistant Professor,Non-tenure track,0-2 years,STEM,Man,White,2,2,5,1,0,0,1,1,1,0,0,0,0,2,3,70+ hours,4,3,3,4,4,2,1,2,2.5,1.6,3,1,3,3,2025-10-27 22:00:00,,
R0278,Business,Professor,Tenured,3-5 years,Social Sciences,Man,White,2,2,5,1,1,0,0,0,1,0,0,1,0,3,2,50-59 hours,4,5,5,4,4,3,3,3,2.0,4.0,4,5,3,3,2025-10-24 17:00:00,,Need better work-life balance policies
R0279,Business,Assistant Professor,Tenure-track,6-10 years,STEM,Man,White,4,4,1,0,0,0,0,0,0,0,0,0,0,4,4,60-69 hours,3,5,4,3,3,5,3,3,4.0,2.0,4,5,3,3,2025-10-19 06:00:00,Great collegial atmosphere,Excellent research support and facilities
R0280,Architecture,Instructor/Lecturer,Tenure-track,16-20 years,Humanities,Man,White,5,4,2,0,0,0,0,0,0,0,0,0,0,5,5,50-59 hours,1,2,2,2,3,1,3,1,4.5,2.6,3,2,2,3,2025-10-28 21:00:00,Promotion criteria should be clearer,Need more teaching assistants
R0281,Law,Teaching Professor,Non-tenure track,11-15 years,STEM,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,3,2,2,3,5,4,4,3,3.0,4.0,4,2,4,4,2025-10-27 21:00:00,,More mentorship needed for junior faculty
R0282,Science,Associate Professor,Tenured,11-15 years,STEM,Woman,Black or African American,1,1,5,1,1,0,0,0,0,0,0,0,0,1,1,70+ hours,2,3,3,1,4,3,3,3,0.5,1.0999999999999999,2,1,1,1,2025-10-20 19:00:00,Promotion criteria should be clearer,Department climate needs improvement
R0283,Science,Instructor/Lecturer,Tenure-track,0-2 years,Arts & Performance,Non-binary,White,3,3,4,0,0,0,0,1,0,0,0,1,1,2,2,60-69 hours,1,3,2,2,4,1,3,1,0.5,1.4,2,1,2,2,2025-11-02 09:00:00,Salary not competitive with peer institutions,
R0284,Arts & Letters,Professor,Tenured,6-10 years,STEM,Woman,Black or African American,1,1,5,1,1,0,0,0,0,0,1,0,0,2,1,60-69 hours,1,2,1,2,3,2,3,2,2.0,0.7,1,1,1,1,2025-10-27 17:00:00,,Salary not competitive with peer institutions
R0285,Engineering,Instructor/Lecturer,Tenure-track,6-10 years,Business,Man,Black or African American,2,2,3,0,0,0,0,0,0,0,0,0,0,2,3,40-49 hours,2,5,5,5,3,1,4,1,3.0,4.0,4,2,1,1,2025-10-15 09:00:00,Too much administrative burden,More mentorship needed for junior faculty
R0286,Arts & Letters,Professor,Tenured,0-2 years,Business,Woman,Asian,3,3,4,0,1,1,0,0,0,0,0,0,1,2,1,40-49 hours,1,4,4,3,1,1,3,3,4.0,2.7,3,1,1,1,2025-10-24 06:00:00,Need better work-life balance policies,Need better work-life balance policies
R0287,Engineering,Associate Professor,Tenured,3-5 years,Humanities,Woman,White,4,3,3,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,1,4,5,3,4,3,3,3,4.0,4.7,5,2,1,1,2025-10-28 18:00:00,Very satisfied overall,Excellent research support and facilities
R0288,Engineering,Instructor/Lecturer,Non-tenure track,11-15 years,Humanities,Woman,White,3,2,3,0,0,0,0,0,0,0,0,0,0,4,4,60-69 hours,2,5,4,4,4,3,4,2,4.0,2.7,4,3,2,2,2025-11-03 20:00:00,Salary not competitive with peer institutions,Excellent research support and facilities
R0289,Science,Professor,Tenured,0-2 years,Business,Man,White,3,3,4,1,0,0,0,0,0,1,1,1,0,3,4,50-59 hours,4,3,4,3,3,3,4,3,2.5,1.4,3,1,2,1,2025-10-25 14:00:00,More mentorship needed for junior faculty,Need better work-life balance policies
R0290,Engineering,Associate Professor,Tenured,6-10 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,2,70+ hours,3,2,3,2,4,5,5,4,3.0,5.0,3,3,4,5,2025-10-29 14:00:00,,Too much administrative burden
R0291,Arts & Letters,Assistant Professor,Tenure-track,3-5 years,STEM,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,3,3,2,4,3,2,5,4,5.0,2.0,4,3,2,2,2025-11-05 06:00:00,Salary not competitive with peer institutions,Excellent research support and facilities
R0292,Arts & Letters,Assistant Professor,Tenure-track,0-2 years,STEM,Man,Asian,5,5,1,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,2,4,3,4,4,3,3,3,4.0,2.0,4,5,3,3,2025-10-31 15:00:00,Promotion criteria should be clearer,Department climate needs improvement
